	ClusterID	Centroid	Sample_n	Seq_n	Samples	Sequences
885	Cluster_4420	Unassigned_SRR5275906_477615	6	10	SRR5275906,SRR5275908,SRR5275897,SRR5275903,SRR5275904,SRR5275902	SRR5275906_477615,SRR5275908_108631,SRR5275897_169683,SRR5275897_466163,SRR5275903_221564,SRR5275906_97074,SRR5275908_517087,SRR5275904_42824,SRR5275903_252129,SRR5275902_273268
886	Cluster_4444	Unassigned_SRR11601551_26896	4	10	SRR11601551,SRR11602038,SRR11601839,SRR11601881	SRR11601551_26896,SRR11602038_310326,SRR11601839_45097,SRR11601839_89110,SRR11602038_629855,SRR11601881_47028,SRR11601881_90626,SRR11601881_11135,SRR11602038_612168,SRR11601551_88870
887	Cluster_4445	Unassigned_SRR5275908_296366	8	12	SRR5275908,SRR5275925,SRR5275897,SRR5275900,SRR5275919,SRR5275904,SRR5275906,SRR5275902	SRR5275908_296366,SRR5275908_428001,SRR5275925_523519,SRR5275925_180969,SRR5275897_368613,SRR5275900_329930,SRR5275919_149617,SRR5275904_269399,SRR5275906_374666,SRR5275906_271503,SRR5275902_14218,SRR5275897_102412
888	Cluster_4447	Unassigned_SRR5275906_225234	8	19	SRR5275906,SRR5275925,SRR5275908,SRR5275900,SRR5275903,SRR5275919,SRR5275927,SRR5275904	SRR5275906_225234,SRR5275925_112201,SRR5275908_55227,SRR5275900_88695,SRR5275900_297839,SRR5275903_471297,SRR5275925_20786,SRR5275906_153674,SRR5275919_636845,SRR5275925_99745,SRR5275925_790650,SRR5275927_86529,SRR5275908_49217,SRR5275900_27209,SRR5275919_409193,SRR5275908_138299,SRR5275925_84553,SRR5275919_157023,SRR5275904_117505
889	Cluster_4448	Unassigned_SRR5275904_82763	8	13	SRR5275904,SRR5275908,SRR5275919,SRR5275907,SRR5275903,SRR5275925,SRR5275900,SRR5275906	SRR5275904_82763,SRR5275908_329904,SRR5275919_15222,SRR5275907_157127,SRR5275904_520672,SRR5275903_288198,SRR5275925_485601,SRR5275903_308741,SRR5275900_521455,SRR5275906_48263,SRR5275919_465242,SRR5275908_113798,SRR5275906_78417
890	Cluster_4450	Unassigned_SRR5275904_455867	7	11	SRR5275904,SRR5275900,SRR5275907,SRR5275897,SRR5275919,SRR5275903,SRR5275902	SRR5275904_455867,SRR5275900_228758,SRR5275907_163357,SRR5275904_25730,SRR5275907_343068,SRR5275897_205909,SRR5275919_343811,SRR5275900_442044,SRR5275903_420014,SRR5275903_400299,SRR5275902_36569
891	Cluster_4464	Unassigned_SRR5275908_48846	9	15	SRR5275908,SRR5275919,SRR5275897,SRR5275903,SRR5275904,SRR5275906,SRR5275900,SRR5275902,SRR5275907	SRR5275908_48846,SRR5275919_421215,SRR5275897_456981,SRR5275903_276815,SRR5275904_235325,SRR5275904_251596,SRR5275903_401165,SRR5275906_31185,SRR5275908_467515,SRR5275900_452526,SRR5275902_363914,SRR5275900_434227,SRR5275902_205925,SRR5275907_274850,SRR5275907_125521
892	Cluster_4465	Unassigned_SRR5275908_146736	7	10	SRR5275908,SRR5275919,SRR5275925,SRR5275904,SRR5275907,SRR5275903,SRR5275902	SRR5275908_146736,SRR5275919_518139,SRR5275925_253084,SRR5275904_523260,SRR5275907_156807,SRR5275904_408596,SRR5275903_201844,SRR5275903_274375,SRR5275907_314662,SRR5275902_539475
893	Cluster_4469	Unassigned_SRR5275925_384721	7	12	SRR5275925,SRR5275900,SRR5275908,SRR5275904,SRR5275897,SRR5275927,SRR5275903	SRR5275925_384721,SRR5275900_618277,SRR5275908_532836,SRR5275900_573740,SRR5275904_258645,SRR5275925_132502,SRR5275908_483577,SRR5275897_386504,SRR5275927_572417,SRR5275903_39809,SRR5275927_687883,SRR5275903_235743
894	Cluster_4472	Unassigned_SRR5275907_455554	10	37	SRR5275907,SRR5275903,SRR5275906,SRR5275908,SRR5275897,SRR5275902,SRR5275900,SRR5275904,SRR5275927,SRR5275919	SRR5275907_455554,SRR5275903_251315,SRR5275907_420842,SRR5275906_169176,SRR5275908_359009,SRR5275908_66541,SRR5275907_285211,SRR5275907_556103,SRR5275897_428124,SRR5275902_394153,SRR5275906_605494,SRR5275900_335390,SRR5275906_39512,SRR5275904_245232,SRR5275927_568129,SRR5275904_456793,SRR5275927_607967,SRR5275900_73498,SRR5275900_543358,SRR5275897_144232,SRR5275897_37919,SRR5275900_438521,SRR5275919_176098,SRR5275897_52636,SRR5275927_703173,SRR5275904_313653,SRR5275903_238129,SRR5275900_164857,SRR5275902_313695,SRR5275919_308520,SRR5275900_3151,SRR5275919_495777,SRR5275904_341571,SRR5275906_479013,SRR5275919_201566,SRR5275906_165211,SRR5275919_585180
895	Cluster_4475	Unassigned_SRR5275903_518191	8	10	SRR5275903,SRR5275925,SRR5275927,SRR5275897,SRR5275900,SRR5275904,SRR5275919,SRR5275902	SRR5275903_518191,SRR5275925_388119,SRR5275927_29797,SRR5275897_178830,SRR5275900_75816,SRR5275927_654040,SRR5275904_82059,SRR5275919_59425,SRR5275925_197634,SRR5275902_204062
896	Cluster_4480	Unassigned_SRR5275903_245095	5	10	SRR5275903,SRR5275919,SRR5275900,SRR5275904,SRR5275907	SRR5275903_245095,SRR5275919_429336,SRR5275919_236295,SRR5275919_517075,SRR5275900_475127,SRR5275904_175511,SRR5275919_618988,SRR5275907_376146,SRR5275900_336171,SRR5275919_209852
897	Cluster_4491	Unassigned_SRR5275908_15811	10	16	SRR5275908,SRR5275906,SRR5275897,SRR5275900,SRR5275927,SRR11602038,SRR5275903,SRR5275904,SRR5275907,SRR5275902	SRR5275908_15811,SRR5275906_509286,SRR5275897_443627,SRR5275900_549740,SRR5275900_165948,SRR5275927_212265,SRR5275897_380939,SRR5275906_4874,SRR11602038_140182,SRR5275903_312304,SRR5275904_286119,SRR5275897_156935,SRR5275907_497928,SRR5275897_350848,SRR5275902_427498,SRR5275902_434057
898	Cluster_4499	Unassigned_SRR5275925_173203	9	10	SRR5275925,SRR5275908,SRR5275903,SRR5275897,SRR5275902,SRR5275919,SRR5275906,SRR5275907,SRR5275900	SRR5275925_173203,SRR5275908_118761,SRR5275903_93971,SRR5275897_283086,SRR5275897_407971,SRR5275902_336800,SRR5275919_500776,SRR5275906_490971,SRR5275907_430344,SRR5275900_345862
899	Cluster_4504	Unassigned_SRR5275902_169890	8	15	SRR5275902,SRR5275904,SRR5275903,SRR5275906,SRR5275908,SRR5275900,SRR5275907,SRR5275919	SRR5275902_169890,SRR5275902_291127,SRR5275904_455693,SRR5275903_5268,SRR5275906_570322,SRR5275906_166513,SRR5275908_13168,SRR5275900_507236,SRR5275907_550518,SRR5275908_418556,SRR5275900_111199,SRR5275907_375856,SRR5275903_411543,SRR5275919_556672,SRR5275904_444566
900	Cluster_4510	Unassigned_SRR5275907_442711	8	14	SRR5275907,SRR5275902,SRR5275900,SRR5275908,SRR5275904,SRR5275919,SRR5275906,SRR5275903	SRR5275907_442711,SRR5275902_264696,SRR5275907_456203,SRR5275900_449526,SRR5275908_423106,SRR5275904_115644,SRR5275908_309282,SRR5275919_459288,SRR5275906_609885,SRR5275919_87285,SRR5275906_519387,SRR5275904_235442,SRR5275903_500380,SRR5275900_573329
901	Cluster_4512	Unassigned_SRR5275906_526817	7	11	SRR5275906,SRR5275925,SRR5275900,SRR5275903,SRR5275904,SRR5275927,SRR5275908	SRR5275906_526817,SRR5275906_524372,SRR5275925_194731,SRR5275900_560188,SRR5275903_163284,SRR5275904_158179,SRR5275927_19910,SRR5275904_286709,SRR5275927_532100,SRR5275927_97351,SRR5275908_425896
902	Cluster_4515	Unassigned_SRR5275908_156125	5	11	SRR5275908,SRR5275919,SRR5275903,SRR5275906,SRR5275904	SRR5275908_156125,SRR5275919_58581,SRR5275903_233633,SRR5275906_46573,SRR5275903_495266,SRR5275904_21875,SRR5275919_86743,SRR5275906_317777,SRR5275904_228239,SRR5275908_256120,SRR5275906_364411
903	Cluster_4520	Unassigned_SRR5275919_304441	10	10	SRR5275919,SRR5275900,SRR5275902,SRR5275927,SRR5275908,SRR5275925,SRR5275897,SRR5275904,SRR5275907,SRR5275906	SRR5275919_304441,SRR5275900_96836,SRR5275902_333060,SRR5275927_165119,SRR5275908_285136,SRR5275925_649807,SRR5275897_342717,SRR5275904_430573,SRR5275907_433520,SRR5275906_599979
904	Cluster_4522	Unassigned_SRR5275906_561049	6	12	SRR5275906,SRR5275919,SRR5275904,SRR5275907,SRR5275908,SRR5275903	SRR5275906_561049,SRR5275919_45569,SRR5275904_88729,SRR5275907_536325,SRR5275908_173671,SRR5275908_497519,SRR5275907_28309,SRR5275903_484886,SRR5275919_167631,SRR5275903_218414,SRR5275904_149237,SRR5275906_354247
905	Cluster_4523	Unassigned_SRR5275919_259178	11	20	SRR5275919,SRR5275907,SRR5275903,SRR5275925,SRR5275897,SRR5275902,SRR5275927,SRR5275908,SRR5275906,SRR5275904,SRR5275900	SRR5275919_259178,SRR5275907_22473,SRR5275903_165965,SRR5275925_98244,SRR5275897_297970,SRR5275925_373426,SRR5275902_562190,SRR5275927_440165,SRR5275908_241277,SRR5275908_213161,SRR5275906_37731,SRR5275904_835,SRR5275907_155628,SRR5275897_216076,SRR5275897_409623,SRR5275900_594777,SRR5275897_57227,SRR5275904_528764,SRR5275925_716262,SRR5275919_240840
906	Cluster_4527	Unassigned_SRR5275925_770698	9	12	SRR5275925,SRR5275900,SRR5275907,SRR5275919,SRR5275906,SRR5275908,SRR5275904,SRR5275927,SRR5275902	SRR5275925_770698,SRR5275900_114526,SRR5275907_137541,SRR5275925_274923,SRR5275919_180227,SRR5275900_162933,SRR5275906_496235,SRR5275908_512960,SRR5275904_37618,SRR5275927_407400,SRR5275927_423550,SRR5275902_192416
907	Cluster_4528	Unassigned_SRR5275903_143249	9	17	SRR5275903,SRR5275906,SRR5275907,SRR5275919,SRR5275908,SRR5275902,SRR5275904,SRR5275900,SRR5275897	SRR5275903_143249,SRR5275903_421934,SRR5275906_1995,SRR5275907_257030,SRR5275919_341657,SRR5275908_388509,SRR5275902_468991,SRR5275919_366968,SRR5275904_154410,SRR5275907_167915,SRR5275908_532188,SRR5275906_191622,SRR5275900_241683,SRR5275902_557772,SRR5275900_461727,SRR5275897_374097,SRR5275897_296705
908	Cluster_4534	Unassigned_SRR5275919_558006	6	11	SRR5275919,SRR5275906,SRR5275897,SRR5275903,SRR5275904,SRR5275927	SRR5275919_558006,SRR5275906_458462,SRR5275897_24258,SRR5275903_59183,SRR5275904_247170,SRR5275927_671983,SRR5275903_380320,SRR5275897_198123,SRR5275919_138553,SRR5275906_241678,SRR5275904_191851
909	Cluster_4538	Unassigned_SRR5275902_355614	10	10	SRR5275902,SRR5275903,SRR5275904,SRR5275906,SRR5275925,SRR5275919,SRR5275897,SRR5275907,SRR5275908,SRR5275900	SRR5275902_355614,SRR5275903_195270,SRR5275904_461391,SRR5275906_322035,SRR5275925_7648,SRR5275919_324893,SRR5275897_378371,SRR5275907_287642,SRR5275908_230607,SRR5275900_261007
910	Cluster_4553	Unassigned_SRR5275906_71771	7	10	SRR5275906,SRR5275897,SRR5275903,SRR5275908,SRR5275900,SRR5275904,SRR5275907	SRR5275906_71771,SRR5275897_76492,SRR5275897_436428,SRR5275903_90035,SRR5275908_312718,SRR5275908_404494,SRR5275900_36140,SRR5275904_201552,SRR5275904_291964,SRR5275907_536490
911	Cluster_4554	Unassigned_SRR11602038_627357	6	10	SRR11602038,SRR11601863,SRR11601791,SRR11601551,SRR11601881,SRR11601852	SRR11602038_627357,SRR11601863_131213,SRR11601863_174155,SRR11601791_102955,SRR11601551_38199,SRR11602038_243399,SRR11601791_89918,SRR11601881_17779,SRR11601852_41603,SRR11602038_448887
912	Cluster_4575	Unassigned_SRR5275904_95578	6	10	SRR5275904,SRR5275906,SRR5275903,SRR5275908,SRR5275925,SRR5275902	SRR5275904_95578,SRR5275906_528112,SRR5275903_197854,SRR5275908_104678,SRR5275904_321853,SRR5275906_513532,SRR5275903_436948,SRR5275908_189216,SRR5275925_787184,SRR5275902_235186
913	Cluster_4578	Unassigned_SRR5275907_229125	7	13	SRR5275907,SRR5275904,SRR5275900,SRR5275908,SRR5275903,SRR5275906,SRR5275902	SRR5275907_229125,SRR5275904_89909,SRR5275900_493516,SRR5275904_306118,SRR5275908_506318,SRR5275903_340754,SRR5275906_184940,SRR5275907_81664,SRR5275906_435269,SRR5275903_372956,SRR5275900_54111,SRR5275902_40462,SRR5275908_512837
914	Cluster_4591	Unassigned_SRR5275906_292520	6	11	SRR5275906,SRR5275908,SRR5275904,SRR5275907,SRR5275903,SRR5275919	SRR5275906_292520,SRR5275908_533374,SRR5275904_173673,SRR5275904_176747,SRR5275907_220632,SRR5275903_493775,SRR5275908_107351,SRR5275903_492774,SRR5275906_351176,SRR5275907_220724,SRR5275919_20263
915	Cluster_4598	Unassigned_SRR5275903_99316	5	10	SRR5275903,SRR5275904,SRR5275919,SRR5275908,SRR5275907	SRR5275903_99316,SRR5275904_504076,SRR5275919_287243,SRR5275919_492554,SRR5275903_143573,SRR5275908_9162,SRR5275904_505818,SRR5275908_65926,SRR5275907_583511,SRR5275907_486895
916	Cluster_4606	Unassigned_SRR5275904_25514	6	12	SRR5275904,SRR5275903,SRR5275907,SRR5275906,SRR5275919,SRR5275908	SRR5275904_25514,SRR5275903_254955,SRR5275907_212389,SRR5275906_346076,SRR5275903_144700,SRR5275919_539560,SRR5275908_188010,SRR5275908_287602,SRR5275919_123698,SRR5275904_525682,SRR5275906_627204,SRR5275907_612124
917	Cluster_4607	Unassigned_SRR5275907_74724	10	11	SRR5275907,SRR5275900,SRR5275919,SRR5275897,SRR5275908,SRR5275902,SRR5275906,SRR5275925,SRR5275904,SRR5275903	SRR5275907_74724,SRR5275900_105019,SRR5275919_9630,SRR5275897_183894,SRR5275908_336100,SRR5275902_216118,SRR5275906_32012,SRR5275925_696591,SRR5275908_28118,SRR5275904_141598,SRR5275903_274872
918	Cluster_4614	Unassigned_SRR5275902_440538	7	14	SRR5275902,SRR5275897,SRR5275925,SRR5275906,SRR5275907,SRR5275908,SRR5275904	SRR5275902_440538,SRR5275897_313704,SRR5275925_377531,SRR5275906_355050,SRR5275907_40548,SRR5275908_465554,SRR5275902_130287,SRR5275908_469224,SRR5275906_623547,SRR5275907_306153,SRR5275904_501274,SRR5275904_23203,SRR5275925_708817,SRR5275897_102204
919	Cluster_4620	Unassigned_SRR5275897_193898	7	11	SRR5275897,SRR5275908,SRR5275919,SRR5275902,SRR5275900,SRR5275927,SRR5275925	SRR5275897_193898,SRR5275908_135748,SRR5275919_105579,SRR5275902_145561,SRR5275902_476610,SRR5275900_204410,SRR5275927_247236,SRR5275900_621992,SRR5275927_317342,SRR5275925_407192,SRR5275925_69504
920	Cluster_4621	Unassigned_SRR5275919_362433	10	16	SRR5275919,SRR5275902,SRR5275908,SRR5275925,SRR5275906,SRR5275900,SRR5275897,SRR5275903,SRR5275907,SRR5275927	SRR5275919_362433,SRR5275902_53267,SRR5275908_406378,SRR5275925_244102,SRR5275906_417714,SRR5275900_526128,SRR5275902_338294,SRR5275897_473174,SRR5275903_392486,SRR5275907_259805,SRR5275927_195172,SRR5275903_146051,SRR5275906_469025,SRR5275919_389879,SRR5275903_402779,SRR5275925_782589
921	Cluster_4624	Unassigned_SRR5275903_382546	5	10	SRR5275903,SRR5275907,SRR5275904,SRR5275906,SRR5275908	SRR5275903_382546,SRR5275907_164698,SRR5275903_498376,SRR5275904_63873,SRR5275904_466223,SRR5275906_624891,SRR5275908_191473,SRR5275907_471677,SRR5275906_509413,SRR5275908_175641
922	Cluster_4629	Unassigned_SRR5275919_256907	6	10	SRR5275919,SRR5275903,SRR5275900,SRR5275908,SRR5275902,SRR5275907	SRR5275919_256907,SRR5275903_250187,SRR5275900_494280,SRR5275908_480865,SRR5275908_104290,SRR5275919_115645,SRR5275902_236711,SRR5275907_57033,SRR5275903_433742,SRR5275903_241567
923	Cluster_4632	Unassigned_SRR5275907_468267	9	26	SRR5275907,SRR5275902,SRR5275927,SRR5275906,SRR5275908,SRR5275897,SRR5275919,SRR5275900,SRR5275925	SRR5275907_468267,SRR5275907_146660,SRR5275902_152004,SRR5275927_592903,SRR5275902_313930,SRR5275906_530286,SRR5275908_314044,SRR5275897_78720,SRR5275919_571719,SRR5275900_260903,SRR5275902_537053,SRR5275908_552664,SRR5275919_283755,SRR5275897_38226,SRR5275908_278824,SRR5275925_525744,SRR5275897_386229,SRR5275900_625870,SRR5275900_295165,SRR5275897_296362,SRR5275919_487505,SRR5275902_536965,SRR5275907_256047,SRR5275907_483281,SRR5275900_298165,SRR5275907_415690
924	Cluster_4637	Unassigned_SRR5275907_455580	7	11	SRR5275907,SRR5275904,SRR5275908,SRR5275903,SRR5275900,SRR5275902,SRR5275906	SRR5275907_455580,SRR5275904_131422,SRR5275908_426547,SRR5275908_130153,SRR5275903_415576,SRR5275903_276561,SRR5275907_390744,SRR5275904_294192,SRR5275900_631897,SRR5275902_283478,SRR5275906_575579
925	Cluster_4647	Unassigned_SRR5275900_455315	9	10	SRR5275900,SRR5275919,SRR5275927,SRR5275902,SRR5275906,SRR5275897,SRR5275907,SRR5275903,SRR5275904	SRR5275900_455315,SRR5275919_615469,SRR5275927_57599,SRR5275902_118624,SRR5275906_5016,SRR5275897_201844,SRR5275907_463408,SRR5275903_441369,SRR5275904_393471,SRR5275906_137945
926	Cluster_4655	Unassigned_SRR5275904_506522	9	14	SRR5275904,SRR5275900,SRR5275897,SRR5275907,SRR5275902,SRR5275919,SRR5275925,SRR5275903,SRR5275906	SRR5275904_506522,SRR5275900_586852,SRR5275897_233012,SRR5275907_597575,SRR5275900_501381,SRR5275902_107930,SRR5275907_484937,SRR5275897_323524,SRR5275919_51249,SRR5275925_503165,SRR5275919_439986,SRR5275925_27688,SRR5275903_464489,SRR5275906_59907
927	Cluster_4660	Unassigned_SRR5275900_153994	6	11	SRR5275900,SRR5275903,SRR5275906,SRR5275904,SRR5275907,SRR5275908	SRR5275900_153994,SRR5275903_386938,SRR5275906_346762,SRR5275903_321227,SRR5275904_321259,SRR5275907_604435,SRR5275907_109911,SRR5275904_123771,SRR5275908_346146,SRR5275906_585092,SRR5275908_37692
928	Cluster_4677	Unassigned_SRR5275908_337282	7	13	SRR5275908,SRR5275904,SRR5275897,SRR5275903,SRR5275900,SRR5275902,SRR5275906	SRR5275908_337282,SRR5275904_101268,SRR5275897_402544,SRR5275903_479641,SRR5275900_204664,SRR5275902_564757,SRR5275908_403553,SRR5275906_462911,SRR5275897_193856,SRR5275903_455800,SRR5275904_484952,SRR5275900_558453,SRR5275902_468912
929	Cluster_4680	Unassigned_SRR5275903_172060	8	16	SRR5275903,SRR5275904,SRR5275919,SRR5275906,SRR5275900,SRR5275907,SRR5275902,SRR5275908	SRR5275903_172060,SRR5275904_165097,SRR5275919_119006,SRR5275919_306772,SRR5275904_510299,SRR5275906_170700,SRR5275900_122320,SRR5275907_63571,SRR5275907_541068,SRR5275900_31956,SRR5275903_515003,SRR5275902_269504,SRR5275906_80513,SRR5275902_433819,SRR5275908_136568,SRR5275908_411389
930	Cluster_4683	Unassigned_SRR5275927_542148	7	10	SRR5275927,SRR5275908,SRR5275919,SRR5275904,SRR5275897,SRR5275906,SRR5275900	SRR5275927_542148,SRR5275908_184248,SRR5275919_435251,SRR5275904_216924,SRR5275897_211580,SRR5275897_84120,SRR5275904_440926,SRR5275906_2585,SRR5275906_620591,SRR5275900_440339
931	Cluster_4688	Unassigned_SRR5275925_659836	9	12	SRR5275925,SRR5275897,SRR5275906,SRR5275919,SRR5275907,SRR5275904,SRR5275900,SRR5275902,SRR5275903	SRR5275925_659836,SRR5275897_344752,SRR5275906_531028,SRR5275919_126688,SRR5275907_322247,SRR5275904_134646,SRR5275900_543179,SRR5275897_304317,SRR5275900_36752,SRR5275902_467718,SRR5275919_479225,SRR5275903_50746
932	Cluster_4690	Unassigned_SRR5275925_47675	7	11	SRR5275925,SRR5275927,SRR5275902,SRR5275908,SRR5275919,SRR5275897,SRR5275906	SRR5275925_47675,SRR5275927_646386,SRR5275902_512957,SRR5275908_491264,SRR5275919_263826,SRR5275897_456538,SRR5275902_513925,SRR5275927_593426,SRR5275906_9249,SRR5275919_389087,SRR5275906_55692
933	Cluster_4702	Unassigned_SRR5275900_242135	5	10	SRR5275900,SRR5275906,SRR5275902,SRR5275907,SRR5275919	SRR5275900_242135,SRR5275906_281932,SRR5275902_195207,SRR5275907_384988,SRR5275919_19542,SRR5275907_367252,SRR5275900_468646,SRR5275906_382951,SRR5275902_364332,SRR5275919_534436
934	Cluster_4703	Unassigned_SRR5275908_9486	8	10	SRR5275908,SRR5275919,SRR5275900,SRR5275907,SRR5275897,SRR5275903,SRR5275906,SRR5275904	SRR5275908_9486,SRR5275919_234612,SRR5275900_472086,SRR5275907_444320,SRR5275897_23975,SRR5275903_58899,SRR5275903_69109,SRR5275906_625235,SRR5275906_125001,SRR5275904_530524
935	Cluster_4715	Unassigned_SRR5275919_580382	7	10	SRR5275919,SRR5275902,SRR5275906,SRR5275897,SRR5275903,SRR5275904,SRR5275900	SRR5275919_580382,SRR5275919_119966,SRR5275902_542496,SRR5275906_99123,SRR5275897_259478,SRR5275897_212306,SRR5275903_12120,SRR5275904_133913,SRR5275900_297658,SRR5275900_497567
936	Cluster_4722	Unassigned_SRR5275897_295607	7	12	SRR5275897,SRR5275900,SRR5275903,SRR5275904,SRR5275908,SRR5275907,SRR5275906	SRR5275897_295607,SRR5275900_99611,SRR5275903_200900,SRR5275904_385412,SRR5275904_192490,SRR5275908_110301,SRR5275907_59152,SRR5275897_100958,SRR5275900_426328,SRR5275907_403053,SRR5275906_64440,SRR5275903_447612
937	Cluster_4730	Unassigned_SRR5275906_303983	7	10	SRR5275906,SRR5275907,SRR5275902,SRR5275925,SRR5275904,SRR5275903,SRR5275908	SRR5275906_303983,SRR5275907_360513,SRR5275902_468904,SRR5275925_349516,SRR5275904_86933,SRR5275903_102157,SRR5275908_238504,SRR5275908_524263,SRR5275904_223761,SRR5275903_115478
938	Cluster_4738	Unassigned_SRR5275925_249334	8	11	SRR5275925,SRR5275903,SRR5275902,SRR5275904,SRR5275919,SRR5275908,SRR5275906,SRR5275897	SRR5275925_249334,SRR5275903_351458,SRR5275903_473518,SRR5275902_214986,SRR5275904_277616,SRR5275919_634068,SRR5275908_308734,SRR5275906_557200,SRR5275906_597701,SRR5275897_307159,SRR5275908_315542
939	Cluster_4746	Unassigned_SRR5275919_262441	9	16	SRR5275919,SRR5275897,SRR5275900,SRR5275902,SRR5275904,SRR5275908,SRR5275906,SRR5275903,SRR5275907	SRR5275919_262441,SRR5275897_354025,SRR5275900_186255,SRR5275902_310986,SRR5275897_287206,SRR5275919_238271,SRR5275900_371726,SRR5275902_100963,SRR5275904_166374,SRR5275908_372787,SRR5275908_342094,SRR5275906_376889,SRR5275903_318087,SRR5275906_469326,SRR5275903_262628,SRR5275907_111449
940	Cluster_4755	Unassigned_SRR5275919_91906	5	10	SRR5275919,SRR5275902,SRR5275906,SRR5275907,SRR5275900	SRR5275919_91906,SRR5275902_546328,SRR5275902_383242,SRR5275906_147290,SRR5275907_595339,SRR5275907_167326,SRR5275900_231471,SRR5275919_208133,SRR5275919_483353,SRR5275900_293708
941	Cluster_4759	Unassigned_SRR5275903_511764	9	17	SRR5275903,SRR5275919,SRR5275900,SRR5275897,SRR5275906,SRR5275902,SRR5275907,SRR5275908,SRR5275904	SRR5275903_511764,SRR5275919_551165,SRR5275900_242074,SRR5275897_424284,SRR5275903_220889,SRR5275897_455056,SRR5275906_489575,SRR5275902_228990,SRR5275907_462026,SRR5275908_91523,SRR5275908_474842,SRR5275900_443580,SRR5275904_62078,SRR5275919_108596,SRR5275904_34615,SRR5275907_461406,SRR5275906_242675
942	Cluster_4760	Unassigned_SRR5275925_593366	8	15	SRR5275925,SRR5275919,SRR5275897,SRR5275903,SRR5275904,SRR5275900,SRR5275908,SRR5275907	SRR5275925_593366,SRR5275919_104547,SRR5275897_343987,SRR5275903_152478,SRR5275904_151406,SRR5275900_437002,SRR5275904_310116,SRR5275908_299089,SRR5275900_78381,SRR5275903_172874,SRR5275907_419533,SRR5275907_608907,SRR5275904_35794,SRR5275904_348158,SRR5275908_166114
943	Cluster_4769	Unassigned_SRR5275897_142149	10	19	SRR5275897,SRR5275900,SRR5275907,SRR5275908,SRR5275906,SRR5275919,SRR5275903,SRR5275904,SRR5275902,SRR5275927	SRR5275897_142149,SRR5275900_249983,SRR5275907_261849,SRR5275908_424657,SRR5275906_195120,SRR5275919_190709,SRR5275903_343585,SRR5275904_135204,SRR5275900_116182,SRR5275900_274206,SRR5275902_198283,SRR5275903_457130,SRR5275904_522894,SRR5275897_119656,SRR5275902_558729,SRR5275927_461254,SRR5275907_570891,SRR5275927_228803,SRR5275908_334897
